case_number,report_date,report_month_year,occur_date,occur_time,address,neighborhood,council_district,custom_crime_against,custom_crime_category,crime_against,offense_category,offense_type,offense_count,lat,lon,x_coord,y_coord,data_year
26-902093,1/25/2026,January 2026,1/25/2026,1532,2100 BLOCK OF NE 82ND AVE,Madison South,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.537629893,-122.578891466,7669481,688960,2026
26-902094,1/25/2026,January 2026,1/24/2026,1938,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-902095,1/25/2026,January 2026,1/13/2026,1257,1300 BLOCK OF NE 69TH AVE,Montavilla,3,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.532522918,-122.591809067,7666124,687184,2026
26-902096,1/25/2026,January 2026,1/18/2026,1506,12000 BLOCK OF SE DIVISION ST,Powellhurst-Gilbert,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.504022980,-122.539292293,7679315,676452,2026
26-902097,1/25/2026,January 2026,1/18/2026,1436,12000 BLOCK OF SE DIVISION ST,Powellhurst-Gilbert,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.504022980,-122.539292293,7679315,676452,2026
26-902098,1/25/2026,January 2026,12/12/2025,1422,6600 BLOCK OF NE 15TH AVE,Woodlawn,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.570834353,-122.650113821,7651560,701540,2026
26-90210,3/29/2026,March 2026,3/29/2026,1841,900 BLOCK OF NW NAITO PKWY,Old Town/Chinatown,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.530086834,-122.675583463,7644640,686863,2026
26-902100,1/25/2026,January 2026,1/24/2026,1242,3200 BLOCK OF NE BROADWAY,Sullivan's Gulch,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.535116029,-122.631950638,7655866,688398,2026
26-902101,1/25/2026,January 2026,1/24/2026,1612,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-902102,1/25/2026,January 2026,1/22/2026,2247,6200 BLOCK OF N FESSENDEN ST,St Johns,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.592172847,-122.729882201,7631355,709871,2026
26-902104,1/25/2026,January 2026,1/25/2026,800,2000 BLOCK OF SW SALMON ST,Goose Hollow,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.520634010,-122.693955568,7639840,683545,2026
26-902106,1/25/2026,January 2026,1/25/2026,958,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902107,1/25/2026,January 2026,1/22/2026,2050,1900 BLOCK OF SE DIVISION ST,Hosford-Abernethy,3,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.504779883,-122.645791043,7652027,677435,2026
26-902109,1/25/2026,January 2026,1/24/2026,1830,NW 17TH AVE / NW SAVIER ST,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.534966655,-122.688649656,7641341,688732,2026
26-902110,1/25/2026,January 2026,1/25/2026,1447,9200 BLOCK OF SE WOODSTOCK BLVD,Lents,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.478941237,-122.568129276,7671690,667498,2026
26-902111,1/25/2026,January 2026,1/24/2026,1239,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902113,1/25/2026,January 2026,1/23/2026,2200,8500 BLOCK OF SE 65TH AVE,Brentwood-Darlington,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.461898909,-122.596656750,7664214,661475,2026
26-902114,1/25/2026,January 2026,1/25/2026,345,9100 BLOCK OF N CLARENDON AVE,Portsmouth,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.589104384,-122.724267254,7632761,708713,2026
26-902115,1/25/2026,January 2026,1/25/2026,215,3100 BLOCK OF SE FRANCIS ST,Creston-Kenilworth,3,Property,Burglary,Property,Burglary,Burglary,1,45.494739340,-122.633205101,7655156,673690,2026
26-902116,1/24/2026,January 2026,12/27/2025,0,900 BLOCK OF SE BUSH ST,Brooklyn,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.495021754,-122.656135070,7649281,673949,2026
26-902117,1/25/2026,January 2026,1/7/2026,1520,7700 BLOCK OF NE PRESCOTT ST,Cully,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.555476168,-122.583169333,7668553,695493,2026
26-902118,1/25/2026,January 2026,1/24/2026,2355,5800 BLOCK OF N ALBINA AVE,Humboldt,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.565180927,-122.674999618,7645134,699650,2026
26-902120,1/24/2026,January 2026,1/23/2026,1812,5400 BLOCK OF SE 122ND AVE,Powellhurst-Gilbert,1,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.483496479,-122.538005643,7679456,668962,2026
26-902121,1/25/2026,January 2026,1/25/2026,1615,16200 BLOCK OF SE YAMHILL ST,Centennial,1,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.516514730,-122.495049624,7690767,680722,2026
26-902123,1/26/2026,January 2026,1/25/2026,1303,3400 BLOCK OF N WILLIAMS AVE,Eliot,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.547860108,-122.666729191,7647082,693280,2026
26-902125,1/25/2026,January 2026,1/24/2026,513,2200 BLOCK OF NW HOYT ST,Northwest,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.527000450,-122.697488284,7638998,685890,2026
26-902126,1/26/2026,January 2026,1/22/2026,1525,E BURNSIDE ST / NE 148TH AVE,Glenfair,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.522374527,-122.510652343,7686822,682957,2026
26-902127,1/26/2026,January 2026,1/26/2026,738,NW 22ND AVE / NW GLISAN ST,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.526263067,-122.696448767,7639257,685614,2026
26-902128,1/25/2026,January 2026,1/25/2026,2145,100 BLOCK OF NW KING AVE,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.523927510,-122.695335769,7639519,684755,2026
26-902130,1/26/2026,January 2026,1/25/2026,1640,800 BLOCK OF SE 45TH AVE,Sunnyside,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.516920080,-122.616082279,7659757,681659,2026
26-902131,1/25/2026,January 2026,1/25/2026,1155,1400 BLOCK OF NW HOYT ST,Pearl,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.527126777,-122.685829710,7641986,685855,2026
26-902132,1/26/2026,January 2026,1/24/2026,1300,SW KINGSTON AVE / SW ROSE GARDEN WAY,Arlington Heights,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.518132727,-122.706656297,7636561,682722,2026
26-902133,1/26/2026,January 2026,12/5/2025,1210,13800 BLOCK OF NE AIRPORT WAY,Argay,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.561863251,-122.520589316,7684636,697414,2026
26-902134,1/26/2026,January 2026,1/25/2026,1510,6000 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.566775652,-122.682349623,7643268,700282,2026
26-902135,1/26/2026,January 2026,1/25/2026,2000,1000 BLOCK OF NE FAILING ST,Sabin,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.550743599,-122.655202328,7650062,694252,2026
26-902136,1/24/2026,January 2026,1/24/2026,1005,1800 BLOCK OF N TOMAHAWK ISLAND DR,Hayden Island,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.613395822,-122.685501002,7642921,717296,2026
26-902138,1/24/2026,January 2026,1/23/2026,925,1000 BLOCK OF NW 22ND AVE,Northwest,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.530182592,-122.696655065,7639243,687044,2026
26-902140,1/23/2026,January 2026,1/23/2026,2050,14100 BLOCK OF SE HARRISON ST,Hazelwood,1,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.508855124,-122.518122004,7684785,678077,2026
26-902141,1/23/2026,January 2026,1/23/2026,1649,5400 BLOCK OF NE PRESCOTT ST,Cully,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.555536641,-122.607251417,7662387,695675,2026
26-902142,1/24/2026,January 2026,1/23/2026,500,NE HANCOCK ST / NE VICTORIA AVE,Eliot,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.536512751,-122.665690924,7647237,689137,2026
26-902143,1/24/2026,January 2026,1/24/2026,744,6300 BLOCK OF SE YAMHILL ST,Mt Tabor,3,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.514833776,-122.599095081,7664090,680785,2026
26-902145,1/26/2026,January 2026,1/25/2026,2040,1600 BLOCK OF NE 122ND AVE,Russell,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.534633227,-122.537565601,7680039,687598,2026
26-902147,1/26/2026,January 2026,1/26/2026,315,1200 BLOCK OF SW PARK AVE,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.516087794,-122.683149039,7642564,681813,2026
26-902148,1/23/2026,January 2026,1/22/2026,1305,4500 BLOCK OF NE 99TH AVE,Parkrose,1,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.555839018,-122.560750858,7674297,695478,2026
26-902149,1/23/2026,January 2026,1/23/2026,200,200 BLOCK OF N BROADWAY,Eliot,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.534705222,-122.669299461,7646295,688503,2026
26-902150,1/23/2026,January 2026,1/21/2026,1326,4100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,King,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.553627629,-122.661607066,7648450,695347,2026
26-902151,1/21/2026,January 2026,1/20/2026,0,1600 BLOCK OF N PRESCOTT ST,Overlook,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.555376411,-122.684484853,7642609,696142,2026
26-902152,1/24/2026,January 2026,1/23/2026,1140,700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,Lloyd,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.528301097,-122.661751341,7648166,686117,2026
26-902154,1/23/2026,January 2026,1/23/2026,1435,10300 BLOCK OF N VANCOUVER WAY,East Columbia,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.597767775,-122.671032059,7646469,711500,2026
26-902155,1/23/2026,January 2026,1/22/2026,35,SW 3RD AVE / SW COLUMBIA ST,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.513588832,-122.678061683,7643843,680867,2026
26-902156,1/21/2026,January 2026,1/21/2026,1255,4800 BLOCK OF NE 33RD AVE,Concordia,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.558078027,-122.630727844,7656400,696759,2026
26-902159,1/23/2026,January 2026,1/23/2026,2145,800 BLOCK OF N INTERSTATE AVE,Lloyd,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.529955376,-122.666857777,7646874,686755,2026
26-902160,1/26/2026,January 2026,12/5/2025,1045,10800 BLOCK OF SE CLINTON ST,Powellhurst-Gilbert,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.502570024,-122.551861682,7676080,676004,2026
26-902161,1/23/2026,January 2026,1/23/2026,2140,UNKNOWN ADDRESS,,,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,,,,,2026
26-902162,1/23/2026,January 2026,1/17/2026,947,300 BLOCK OF NE MULTNOMAH ST,Lloyd,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.531435999,-122.662101035,7648107,687262,2026
26-902163,1/23/2026,January 2026,1/23/2026,1148,1300 BLOCK OF SE CENTER ST,Brooklyn,3,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.493938083,-122.651888547,7650359,673525,2026
26-902164,1/25/2026,January 2026,1/25/2026,1217,700 BLOCK OF SE 122ND AVE,Mill Park,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.517289489,-122.537821346,7679814,681278,2026
26-902165,1/25/2026,January 2026,1/24/2026,513,SE 35TH AVE / SE STARK ST,Laurelhurst,3,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.519322050,-122.628340751,7656639,682617,2026
26-902167,1/26/2026,January 2026,1/26/2026,320,8900 BLOCK OF SE KNAPP ST,Lents,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.470223726,-122.571231795,7670813,664341,2026
26-902168,1/23/2026,January 2026,2/15/2024,2135,1000 BLOCK OF NW STATION WAY,Pearl,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.530685556,-122.678448273,7643912,687101,2026
26-902169,1/24/2026,January 2026,1/24/2026,1230,11300 BLOCK OF S TERWILLIGER BLVD,Other,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.443502623,-122.673919142,7644217,655294,2026
26-902172,1/25/2026,January 2026,1/16/2026,150,1800 BLOCK OF NE 26TH AVE,Grant Park,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.536106186,-122.639054029,7654056,688807,2026
26-902173,1/23/2026,January 2026,1/23/2026,828,4200 BLOCK OF NE HALSEY ST,Hollywood,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.533839208,-122.619695467,7658993,687850,2026
26-902175,1/26/2026,January 2026,1/25/2026,1507,600 BLOCK OF NE LOMBARD ST,Woodlawn,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.577258059,-122.658706224,7649423,703940,2026
26-902177,1/22/2026,January 2026,1/21/2026,1620,14000 BLOCK OF NE SANDY BLVD,Argay,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.554006521,-122.519614464,7684814,694544,2026
26-902178,1/24/2026,January 2026,1/24/2026,1326,900 BLOCK OF NE SHAVER ST,King,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.552012249,-122.656168207,7649827,694721,2026
26-902179,1/23/2026,January 2026,1/23/2026,750,2100 BLOCK OF NW JOHNSON ST,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.528462140,-122.695515025,7639518,686409,2026
26-902180,1/24/2026,January 2026,1/23/2026,1331,4000 BLOCK OF SE 114TH AVE,Powellhurst-Gilbert,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.492831652,-122.545635197,7677586,672414,2026
26-902182,1/26/2026,January 2026,1/23/2026,1700,NW QUIMBY ST / NW 16TH AVE,Northwest,4,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.533551855,-122.687591813,7641598,688209,2026
26-902183,1/26/2026,January 2026,1/26/2026,1500,3600 BLOCK OF NE SENATE ST,Laurelhurst,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.532655223,-122.626311015,7657287,687463,2026
26-902184,1/26/2026,January 2026,1/26/2026,115,1600 BLOCK OF NW DAVIS ST,Northwest,4,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.524324207,-122.687771012,7641461,684847,2026
26-902185,1/26/2026,January 2026,1/26/2026,300,4300 BLOCK OF NE LAURELHURST PL,Laurelhurst,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.529780559,-122.617806860,7659438,686358,2026
26-902186,1/23/2026,January 2026,1/23/2026,1337,9800 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.518282661,-122.561811436,7673676,681796,2026
26-902187,1/23/2026,January 2026,1/23/2026,2120,NE 2ND AVE / NE BROADWAY,Eliot,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.535093878,-122.663673106,7647740,688606,2026
26-902188,1/23/2026,January 2026,1/23/2026,2015,800 BLOCK OF N INTERSTATE AVE,Lloyd,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.529955376,-122.666857777,7646874,686755,2026
26-902189,1/24/2026,January 2026,1/24/2026,249,1100 BLOCK OF NW NORTHRUP ST,Pearl,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.531456351,-122.682939801,7642769,687413,2026
26-902190,1/25/2026,January 2026,1/25/2026,1015,SE 35TH AVE / SE WASHINGTON ST,Sunnyside,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.518589287,-122.628352313,7656629,682350,2026
26-902191,1/25/2026,January 2026,1/25/2026,400,1900 BLOCK OF SE 12TH AVE,Hosford-Abernethy,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.508979486,-122.653757887,7650026,679020,2026
26-902192,1/25/2026,January 2026,1/24/2026,2230,2800 BLOCK OF SW RIDGE DR,Markham,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.454449326,-122.705451235,7636236,659503,2026
26-902193,1/26/2026,January 2026,1/25/2026,0,7900 BLOCK OF SE 79TH AVE,Brentwood-Darlington,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.465698902,-122.582335217,7667923,662765,2026
26-902194,1/26/2026,January 2026,1/23/2026,412,2300 BLOCK OF NW SAVIER ST,Northwest,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.534802918,-122.699812589,7638480,688750,2026
26-902195,1/26/2026,January 2026,1/25/2026,1137,1300 BLOCK OF N SKIDMORE ST,Overlook,2,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.554595977,-122.680069144,7643732,695827,2026
26-902196,1/26/2026,January 2026,1/13/2026,858,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902197,1/26/2026,January 2026,1/25/2026,220,3700 BLOCK OF N MICHIGAN AVE,Boise,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.549952078,-122.676680848,7644554,694111,2026
26-902198,1/26/2026,January 2026,1/25/2026,2230,7200 BLOCK OF N OATMAN AVE,Arbor Lodge,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.575554462,-122.700392836,7638736,703607,2026
26-902199,1/26/2026,January 2026,1/26/2026,1300,5300 BLOCK OF NE DAVIS ST,North Tabor,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524318551,-122.608528322,7661763,684305,2026
26-902200,1/26/2026,January 2026,1/26/2026,525,8500 BLOCK OF N CHAUTAUQUA BLVD,Kenton,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.584778074,-122.707866100,7636915,707021,2026
26-902201,1/26/2026,January 2026,1/24/2026,1401,6300 BLOCK OF N LOMBARD ST,University Park,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.585250451,-122.731727881,7630813,707361,2026
26-902202,1/26/2026,January 2026,1/16/2026,1921,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902203,1/26/2026,January 2026,1/26/2026,1320,1200 BLOCK OF SW 11TH AVE,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.516631145,-122.685164211,7642053,682025,2026
26-902204,1/26/2026,January 2026,1/18/2026,1700,12000 BLOCK OF SE DIVISION ST,Powellhurst-Gilbert,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.504022980,-122.539292293,7679315,676452,2026
26-902205,1/26/2026,January 2026,1/17/2026,2051,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902206,1/26/2026,January 2026,1/18/2026,1041,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
26-902207,1/26/2026,January 2026,1/24/2026,1900,700 BLOCK OF NW 23RD AVE,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.528005237,-122.698604543,7638722,686264,2026
26-902208,1/26/2026,January 2026,1/19/2026,931,2100 BLOCK OF NW RALEIGH ST,Northwest,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.534077198,-122.695724388,7639520,688457,2026
