registry_number,business_name,entity_type,registry_date,nonprofit_type,address_type,address,address_continued,city,state,zip_code
120497391,ROGUE RIVER SOCCER CLUB,DOMESTIC NONPROFIT CORPORATION,2016-04-06,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,4068 BEAR BRANCH RD,,ROGUE RIVER,OR,97537
120508296,SOLDIER SONGS AND VOICES - PORTLAND METRO,DOMESTIC NONPROFIT CORPORATION,2016-04-06,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 14754,,PORTLAND,OR,97293
120521992,"NATIONAL CHARITY LEAGUE, INC., THREE RIVERS CHAPTER",DOMESTIC NONPROFIT CORPORATION,2016-04-07,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 2161,,LAKE OSWEGO,OR,97035
120525092,"CITY OF ROSES MUSICIANS, POST 185, THE AMERICAN LEGION",DOMESTIC NONPROFIT CORPORATION,2016-04-07,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,13808 SE GLADSTONE STREET,,PORTLAND,OR,97236
120528591,THE CENTER FOR VICTIMS OF TORTURE,FOREIGN NONPROFIT CORPORATION,2016-04-07,PUBLIC BENEFIT,MAILING ADDRESS,2356 UNIVERSTIY AVENUE WEST SUITE 430,,SAINT PAUL,MN,55114
120529599,"QM QUALITY MATTERS, INC.",FOREIGN NONPROFIT CORPORATION,2016-04-07,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,1997 ANNAPOLIS EXCHANGE PARKWAY,SUITE 300,ANNAPOLIS,MD,21401
120551692,BANFIELD BETTER TOGETHER FUND,DOMESTIC NONPROFIT CORPORATION,2016-04-07,PUBLIC BENEFIT,MAILING ADDRESS,TT ADMINISTRATIVE SERVICES LLC,888 SW FIFTH AVE STE 1600,PORTLAND,OR,97204
120567698,ST THOMAS CHURCH,DOMESTIC NONPROFIT CORPORATION,2016-04-08,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,2755 COMMERCIAL ST SE #101293,,SALEM,OR,97302
120653399,PACIFIC RIM BOWL,DOMESTIC NONPROFIT CORPORATION,2016-04-12,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 854,,ASHLAND,OR,97520
120658992,BROOKWOOD MEADOWS HOMEOWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-12,MUTUAL BENEFIT,MAILING ADDRESS,17933 NW EVERGREEN PLACE #200,,BEAVERTON,OR,97006
120675699,FLORENCE REPERTORY THEATRE COMPANY,DOMESTIC NONPROFIT CORPORATION,2016-04-12,PUBLIC BENEFIT,MAILING ADDRESS,1998 WEST PARK DR,,FLORENCE,OR,97439
119547693,HEALTHCARE COMMUNICATORS NORTHWEST,DOMESTIC NONPROFIT CORPORATION,2016-04-13,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,4400 NE HALSEY STREET 5TH FLOOR,,PORTLAND,OR,97213
120349295,SPOUSES OF BEND PD,DOMESTIC NONPROFIT CORPORATION,2016-04-13,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,66165 CLINE FALLS RD,,BEND,OR,97703
120682299,MYRTLE CREEK CHURCH OF GOD,DOMESTIC NONPROFIT CORPORATION,2016-04-13,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,393 S OLD PACIFIC HWY,,MYRTLE CREEK,OR,97457
120689690,KIDS S.A.F.E. FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-04-13,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 41194,,EUGENE,OR,97404
120698899,LAKE CREEK FIRE DEPT INC,DOMESTIC NONPROFIT CORPORATION,2016-04-13,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 54,,BLACHLY,OR,97412
120712997,SEQUOIA VILLAGE CONDOMINIUM OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-13,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,5550 S MACADAM AVE SUITE 210,,PORTLAND,OR,97239
120736095,HAPPY HEART ACRES,DOMESTIC NONPROFIT CORPORATION,2016-04-14,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,57250 OLD MILL RD,,SCAPPOOSE,OR,97056
120742697,FRAZIER FARMSTEAD MUSEUM,DOMESTIC NONPROFIT CORPORATION,2016-04-14,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 764,,MILTON FREEWATER,OR,97862
120744495,SOURCE ONE SERENITY,DOMESTIC NONPROFIT CORPORATION,2016-04-14,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 274,,ROSEBURG,OR,97470
120751995,"CHERRY PARK LANE HOMEOWNERS' ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2016-04-14,MUTUAL BENEFIT,MAILING ADDRESS,257 SW CHERRY PARK RD,,TROUTDALE,OR,97060
120567391,HUMAUCRACY,DOMESTIC NONPROFIT CORPORATION,2016-04-15,RELIGIOUS,MAILING ADDRESS,3828 SE DIVISION ST,,PORTLAND,OR,97202
120767892,LANDS END HOME OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-15,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,C/O THE MANAGEMENT TRUST,19801 SW 72ND AVE STE 350,TUALATIN,OR,97062
120780291,"GREATER PORTLAND AREA CHAPTER OF NATIONAL AMBUCS, INC.",DOMESTIC NONPROFIT CORPORATION,2016-04-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2408 SW CANBY CT,,PORTLAND,OR,97219
120780390,"CASCADIAFIRE, INC.",DOMESTIC NONPROFIT CORPORATION,2016-04-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,4750 SW WATSON AVE,,BEAVERTON,OR,97005
120784699,ANDERSEN CONSTRUCTION FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-04-15,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,365 NE COUCH ST,,PORTLAND,OR,97232
120836598,FRIENDS OF HISTORIC BUTTEVILLE,DOMESTIC NONPROFIT CORPORATION,2016-04-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 506,,DONALD,OR,97020
120837992,WASHINGTON RENAISSANCE ARTS & EDUCATION SOCIETY,DOMESTIC NONPROFIT CORPORATION,2016-04-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,TT ADMINISTRATIVE SERVICES LLC,1300 SW 5TH AVE STE 2400,PORTLAND,OR,97201
120839097,PARK RIDGE ESTATES HOMEOWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-18,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 83834,,PORTLAND,OR,97283
120842992,SALEM CRICKET CLUB,DOMESTIC NONPROFIT CORPORATION,2016-04-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2174 ALEX AVE SE,,SALEM,OR,97302
120859194,LOWER COLUMBIA Q CENTER,DOMESTIC NONPROFIT CORPORATION,2016-04-19,PUBLIC BENEFIT,MAILING ADDRESS,171 W BOND ST,,ASTORIA,OR,97103
120865795,LENTS GROWN BUSINESS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-19,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,9217 SE FOSTER RD,,PORTLAND,OR,97266
120868492,GRANTS PASS CHURCH OF GOD,DOMESTIC NONPROFIT CORPORATION,2016-04-19,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,1434 FLORENCE LANE,,GRANTS PASS,OR,97527
120871991,SHILOH THE GATHERING PLACE MINISTRIES INC.,DOMESTIC NONPROFIT CORPORATION,2016-04-19,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,PO BOX 1107,,LINCOLN CITY,OR,97367
120880091,BOWMEN FAMILY FUND,DOMESTIC NONPROFIT CORPORATION,2016-04-19,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 1193,,SHERWOOD,OR,97140
120895198,CASCADIA ACTION,DOMESTIC NONPROFIT CORPORATION,2016-04-20,PUBLIC BENEFIT,MAILING ADDRESS,3439 SE HAWTHORNE BLVD #241,C/O GREG BOURGET,PORTLAND,OR,97214
120914999,CARRY IT FORWARD,DOMESTIC NONPROFIT CORPORATION,2016-04-20,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 50121,,EUGENE,OR,97405
120889290,YAMHILL COUNTY HUMAN RESOURCE ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-21,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 952,,MCMINNVILLE,OR,97128
120942891,"CAVALIER MEADOWS HOMEOWNERS' ASSOCIATION, INC.",DOMESTIC NONPROFIT CORPORATION,2016-04-21,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,10117 SE SUNNYSIDE RD STE F1178,,CLACKAMAS,OR,97015
120947494,PORTLAND CLEAN AIR,DOMESTIC NONPROFIT CORPORATION,2016-04-21,MUTUAL BENEFIT,MAILING ADDRESS,3439 SE HAWTHORNE BLVD #241,,PORTLAND,OR,97214
120988399,JEFFERSON HIGH SCHOOL PTSA INC,DOMESTIC NONPROFIT CORPORATION,2016-04-22,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,5210 N KERBY AVE,,PORTLAND,OR,97217
120990395,PYRCH ESTATES HOMEOWNERS ASSO,DOMESTIC NONPROFIT CORPORATION,2016-04-22,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,1473 ROSEMONT RD,,WEST LINN,OR,97068
120992193,WHATEVER'S CLEVER,DOMESTIC NONPROFIT CORPORATION,2016-04-22,PUBLIC BENEFIT,MAILING ADDRESS,655 GOODPASTURE ISLAND RD APT 242,,EUGENE,OR,97401
120994793,"PACIFIC BIRDS HABITAT JOINT VENTURE, INC.",DOMESTIC NONPROFIT CORPORATION,2016-04-22,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2237 NW YORK STREET,SUITE 201C,PORTLAND,OR,97210
121002299,JAYA KULA,FOREIGN NONPROFIT CORPORATION,2016-04-22,RELIGIOUS,MAILING ADDRESS,4110 SE HAWTHORNE BLVD,PMB #165,PORTLAND,OR,97214
119703098,SILVERSTONE MANOR CONDOMINIUM ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-25,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,8830 NE HASSALO ST,,PORTLAND,OR,97220
120406798,DAVID DOUGLAS HIGH SCHOOL - PTSA,DOMESTIC NONPROFIT CORPORATION,2016-04-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,1001 SE 135TH AVE,,PORTLAND,OR,97233
121038996,HILAIRE'S WILD GAME DINNER,DOMESTIC NONPROFIT CORPORATION,2016-04-25,MUTUAL BENEFIT,MAILING ADDRESS,6735 SW RALEIGHWOOD LANE,,PORTLAND,OR,97225
121041990,ALBANY PARKS & RECREATION FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-04-25,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 1083,,ALBANY,OR,97321
121047492,HERZBERG HEIGHTS IRRIGATION,DOMESTIC NONPROFIT CORPORATION,2016-04-25,MUTUAL BENEFIT,MAILING ADDRESS,335 NE ROYAL ST,MADRAS OR97741,MADRAS,OR,97741
120307798,OREGON VIOLA SOCIETY,DOMESTIC NONPROFIT CORPORATION,2016-04-27,PUBLIC BENEFIT,MAILING ADDRESS,15465 SW GULL COURT,,BEAVERTON,OR,97007
121121297,COLUMBIA ARTS GUILD,DOMESTIC NONPROFIT CORPORATION,2016-04-27,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 546,,COLUMBIA CITY,OR,97018
121137798,LOVE BEYOND THE ORPHANAGE,DOMESTIC NONPROFIT CORPORATION,2016-04-27,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,3327 HAMPTON WAY,,EUGENE,OR,97401
121139893,FRIENDS OF SHELDON WATER POLO,DOMESTIC NONPROFIT CORPORATION,2016-04-27,PUBLIC BENEFIT,MAILING ADDRESS,CO MIKE FAULCONER,P O BOX 1147,EUGENE,OR,97440
121142897,SPRING CREEK CONDOMINIUM OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-27,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,C/O THE MANAGEMENT TRUST,19801 SW 72ND AVE #350,TUALATIN,OR,97062
121156996,INDIDJINUS,DOMESTIC NONPROFIT CORPORATION,2016-04-28,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,305 W RANCHO LN,,WHITETHORN,CA,95589
121182299,"ALTRUSA INTERNATIONAL OF EUGENE, OREGON, INC.",DOMESTIC NONPROFIT CORPORATION,2016-04-28,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,2024 FRIENDLY ST,,EUGENE,OR,97405
121184394,JOSEPHINE COUNTY FARM BUREAU,DOMESTIC NONPROFIT CORPORATION,2016-04-28,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,5791 LOWER RIVER RD,,GRANTS PASS,OR,97526
121207492,SUDDEN VALLEY CONDOMINIUM OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-04-29,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,52 NE TILLAMOOK ST UNIT A,,PORTLAND,OR,97212
121234892,350EUG,DOMESTIC NONPROFIT CORPORATION,2016-05-02,PUBLIC BENEFIT,MAILING ADDRESS,1711 WILLAMETTE ST STE 301 #474,,EUGENE,OR,97401
121236491,BAKER TECHNICAL INSTITUTE,DOMESTIC NONPROFIT CORPORATION,2016-05-02,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 749,,SALEM,OR,97308
121240691,ASHLAND FIREFIGHTERS LOCAL #1269,DOMESTIC NONPROFIT CORPORATION,2016-05-02,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 1125,,ASHLAND,OR,97520
121247399,AKWA IBOM STATE ASSOCIATION (AKISAN); OREGON/WASHINGTON,DOMESTIC NONPROFIT CORPORATION,2016-05-02,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,3215 NE BROADWAY ST,,PORTLAND,OR,97232
121253991,"OREGON OLIVE GROWERS FOUNDATION, INC.",DOMESTIC NONPROFIT CORPORATION,2016-05-02,PUBLIC BENEFIT,MAILING ADDRESS,450 S LONE ROCK LN,,GLIDE,OR,97443
121197198,"VALIDATION TRAINING INSTITUTE, INC",DOMESTIC NONPROFIT CORPORATION,2016-05-03,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 871,,PLEASANT HILL,OR,97455
121294698,STONEWATER MINISTRIES,DOMESTIC NONPROFIT CORPORATION,2016-05-03,RELIGIOUS,MAILING ADDRESS,9120 SW PIONEER CT STE E,,WILSONVILLE,OR,97070
121312391,FRANKLIN FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-05-03,RELIGIOUS,MAILING ADDRESS,35343 RIVERSIDE DR SW,,ALBANY,OR,97321
119982791,RANGER PRIDE EDUCATION FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-05-05,PUBLIC BENEFIT,MAILING ADDRESS,802 NE 5TH ST,,DUFUR,OR,97021
121381594,KNIGHTS OF COLUMBUS FR. JOSEPH BLACK COUNCIL 16236,DOMESTIC NONPROFIT CORPORATION,2016-05-05,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,POBOX 265,,JUNCTION CITY,OR,97448
121382394,FAIRVIEW ADDITION HOMEOWNERS' ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-05,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,855 SW YATES DR STE 202,,BEND,OR,97702
121389290,SOUTH VALLEY FARMERS' MARKET ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-05,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 1615,,COTTAGE GROVE,OR,97424
121396196,BRIDGING VOICES,DOMESTIC NONPROFIT CORPORATION,2016-05-05,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 86033,,PORTLAND,OR,97286
121408595,WORLD STAGE THEATRE,DOMESTIC NONPROFIT CORPORATION,2016-05-06,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 782,,TROUTDALE,OR,97060
121437594,RAY OF HOPE ASIA,DOMESTIC NONPROFIT CORPORATION,2016-05-09,RELIGIOUS,MAILING ADDRESS,10505 SE HOLGATE BLVD,,PORTLAND,OR,97266
121464499,ARDEN VILLAGE OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-09,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 8550,,BEND,OR,97708
121505499,CIDER INSTITUTE OF NORTH AMERICA,DOMESTIC NONPROFIT CORPORATION,2016-05-10,PUBLIC BENEFIT,MAILING ADDRESS,401 NE 19TH AVE,,PORTLAND,OR,97232
121585293,THE V FOUNDATION,FOREIGN NONPROFIT CORPORATION,2016-05-12,PUBLIC BENEFIT,MAILING ADDRESS,310 W 20TH ST STE 300,,KANSAS CITY,MO,64108
121604599,ASHCREEK PARENT COOPERATIVE PLAYSCHOOL,DOMESTIC NONPROFIT CORPORATION,2016-05-13,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,15050 SW WEIR RD,,BEAVERTON,OR,97007
121661490,GRACE IN ACTION,DOMESTIC NONPROFIT CORPORATION,2016-05-16,PUBLIC BENEFIT,MAILING ADDRESS,10014 NE GLISAN ST,,PORTLAND,OR,97220
120403795,"USA CLAY TARGET LEAGUE, INC",FOREIGN NONPROFIT CORPORATION,2016-05-17,PUBLIC BENEFIT,MAILING ADDRESS,990 LONE OAK ROAD STE 120,,EAGAN,MN,55121
121678791,OREGON INSTITUTE FOR A BETTER WAY,DOMESTIC NONPROFIT CORPORATION,2016-05-17,PUBLIC BENEFIT,MAILING ADDRESS,78405 CEDAR PARK ROAD,,COTTAGE GROVE,OR,97424
121695498,JOY CHURCH EUGENE,DOMESTIC NONPROFIT CORPORATION,2016-05-17,RELIGIOUS,MAILING ADDRESS,89780 N GAME FARM RD,,EUGENE,OR,97408
121710594,EQUINE COMMUNITY RESOURCES,DOMESTIC NONPROFIT CORPORATION,2016-05-17,PUBLIC BENEFIT,MAILING ADDRESS,62555 WAUGH RD,,BEND,OR,97701
121714695,SAINTS SOCCER ACADEMY,DOMESTIC NONPROFIT CORPORATION,2016-05-17,PUBLIC BENEFIT,MAILING ADDRESS,7700 N CRAWFORD ST,,PORTLAND,OR,97203
121716898,TOFURKY FAMILY FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-05-17,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 52,,TROUT LAKE,WA,98650
121718092,THE CHRISTIAN NETWORK.US,DOMESTIC NONPROFIT CORPORATION,2016-05-17,RELIGIOUS,MAILING ADDRESS,11370 SE 33RD,,MILWAUKIE,OR,97222
121718696,OREGON FARRIERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-17,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 1312,,MOLALLA,OR,97038
121727192,HOLY REDEEMER SOCCER CLUB,DOMESTIC NONPROFIT CORPORATION,2016-05-18,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,25 N ROSA PARKS WAY,,PORTLAND,OR,97217
121743496,GORGE JUNIOR SAILING,DOMESTIC NONPROFIT CORPORATION,2016-05-18,PUBLIC BENEFIT,MAILING ADDRESS,2149 CASCADE AVE SUITE 106A,PMB 128,HOOD RIVER,OR,97031
121762793,THE COMMONS LAW CENTER,DOMESTIC NONPROFIT CORPORATION,2016-05-18,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 14280,,PORTLAND,OR,97293
121762892,PILE OF PUPPIES,DOMESTIC NONPROFIT CORPORATION,2016-05-18,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 86100,,PORTLAND,OR,97286
120538194,EAGLE POINT / UPPER ROGUE COMMUNITY FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-05-19,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 93,,EAGLE POINT,OR,97524
121744197,TURNER AREA HISTORICAL SOCIETY,DOMESTIC NONPROFIT CORPORATION,2016-05-19,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 456,,TURNER,OR,97392
121772693,JOHN DAY/WILLOW CREEK RECREATION COMMITTEE,DOMESTIC NONPROFIT CORPORATION,2016-05-19,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 823,,RUFUS,OR,97050
121802292,LANE FAMILIES FOR FARMS & FORESTS,DOMESTIC NONPROFIT CORPORATION,2016-05-19,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 8214,,COBURG,OR,97408
121822597,OUTBACK ASSEMBLY OF GOD,DOMESTIC NONPROFIT CORPORATION,2016-05-20,RELIGIOUS WITH MEMBERS,MAILING ADDRESS,1014 CENTER ST,,LAKEVIEW,OR,97630
121827497,OLD MILL LANDING OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-20,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 4595,,SUNRIVER,OR,97707
121850598,EASTCLIFF CONDOMINIUMS,DOMESTIC NONPROFIT CORPORATION,2016-05-23,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 30026,,PORTLAND,OR,97294
121862197,GROWING VISIONS,DOMESTIC NONPROFIT CORPORATION,2016-05-23,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,17498 SW HAHLEN DR,,POWELL BUTTE,OR,97753
121883193,NARRATIVE ALCHEMY,DOMESTIC NONPROFIT CORPORATION,2016-05-23,PUBLIC BENEFIT,MAILING ADDRESS,1327 SE TACOMA ST SUITE 208,,PORTLAND,OR,97204
121889091,WEHLER ESTATES HOMEOWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-23,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,7865 SW OAK PATCH CT,,WILSONVILLE,OR,97070
121897391,"JOBS FOR THE FUTURE, INC.",FOREIGN NONPROFIT CORPORATION,2016-05-23,PUBLIC BENEFIT,MAILING ADDRESS,50 MILK ST,17TH FL,BOSTON,MA,02109
121918098,RIVERBEND CHURCH,DOMESTIC NONPROFIT CORPORATION,2016-05-24,RELIGIOUS,MAILING ADDRESS,334 NW NEWPORT AVE,,BEND,OR,97703
121920599,G.K. CHESTERTON ACADEMY OF THE WILLAMETTE VALLEY,DOMESTIC NONPROFIT CORPORATION,2016-05-24,RELIGIOUS,MAILING ADDRESS,900 S MAIN ST,,MOUNT ANGEL,OR,97362
121937999,FRIENDS OF THE EUGENE JAPANESE AMERICAN MEMORIAL,DOMESTIC NONPROFIT CORPORATION,2016-05-24,PUBLIC BENEFIT,MAILING ADDRESS,1360 S2ND ST,,SPRINGFIELD,OR,97477
121487599,COMBAT VETERANS MOTORCYCLE ASSOCIATION 29-5,DOMESTIC NONPROFIT CORPORATION,2016-05-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 674,,PENDLETON,OR,97801
121944094,APANO ACTION FUND,DOMESTIC NONPROFIT CORPORATION,2016-05-25,PUBLIC BENEFIT,MAILING ADDRESS,APANO ACTION FUND,8188 SE DIVISION ST,PORTLAND,OR,97206
121960595,TRANSPONDER,DOMESTIC NONPROFIT CORPORATION,2016-05-25,PUBLIC BENEFIT,MAILING ADDRESS,PO BOX 10008,,EUGENE,OR,97440
121972996,BURNT RIVER INITIAL ATTACK INCORPORATED,DOMESTIC NONPROFIT CORPORATION,2016-05-25,MUTUAL BENEFIT,MAILING ADDRESS,25501 HWY 245,,HEREFORD,OR,97837
121974091,COMBAT VETERANS MOTORCYCLE ASSOCIATION 29-3,DOMESTIC NONPROFIT CORPORATION,2016-05-25,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 1935,,ROGUE RIVER,OR,97537
121977995,GRESHAM HEROE'S MEMORIAL,DOMESTIC NONPROFIT CORPORATION,2016-05-25,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,QUARTERMASTER VFW POST 180,PO BOX 281,GRESHAM,OR,97030
121981294,CONDOMINIUM AT SOUTH TABOR OWNERS ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-25,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,7570 SE DIVISION ST,,PORTLAND,OR,97206
121985493,"BADEBLEH ~ LIFTING UP LIBERIA, INC. (BLULI)",DOMESTIC NONPROFIT CORPORATION,2016-05-26,PUBLIC BENEFIT,MAILING ADDRESS,2372 NW SCHMIDT WAY APT # 121,,BEAVERTON,OR,97006
122000391,BEND EDUCATION ASSOCIATION,DOMESTIC NONPROFIT CORPORATION,2016-05-26,MUTUAL BENEFIT,MAILING ADDRESS,PO BOX 5183,,BEND,OR,97708
122008899,WY'EAST FOUNDATION,DOMESTIC NONPROFIT CORPORATION,2016-05-26,PUBLIC BENEFIT,MAILING ADDRESS,205 THIRD STREET,,HOOD RIVER,OR,97031
122009590,"ANI-CARE ANIMAL SHELTER, INC.",DOMESTIC NONPROFIT CORPORATION,2016-05-26,PUBLIC BENEFIT,MAILING ADDRESS,200 E LOCUST AVE,,NYSSA,OR,97913
122012891,FORT VANNOY PTO,DOMESTIC NONPROFIT CORPORATION,2016-05-26,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,5250 UPPER RIVER ROAD,,GRANTS PASS,OR,97526
122017999,WARM SPRINGS CHRISTIAN FELLOWSHIP,DOMESTIC NONPROFIT CORPORATION,2016-05-26,RELIGIOUS,MAILING ADDRESS,802 SW BELMONT LN,,MADRAS,OR,97741
122038797,"NOAH ROW CONDOMINIUMS UNIT OWNERS ASSOCIATION, INC",DOMESTIC NONPROFIT CORPORATION,2016-05-27,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,4333 SE 112TH AVENUE,,PORTLAND,OR,97266
122042690,CENTRAL OREGON DENTAL SOCIETY,DOMESTIC NONPROFIT CORPORATION,2016-05-27,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 1993,,BEND,OR,97709
122056997,ASSOCIATION OF UNIT OWNERS OF CAMP ABBOT HANGARS,DOMESTIC NONPROFIT CORPORATION,2016-05-27,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,PO BOX 4143,,SUNRIVER,OR,97707
122029291,FROM MY JEWELRY BOX,DOMESTIC NONPROFIT CORPORATION,2016-05-31,PUBLIC BENEFIT,MAILING ADDRESS,15991 SW BRASADA RANCH ROAD,,POWELL BUTTE,OR,97753
122081698,CAVEMAN 4-WHEELERS,DOMESTIC NONPROFIT CORPORATION,2016-05-31,MUTUAL BENEFIT WITH MEMBERS,MAILING ADDRESS,503 AURORA AVENUE,,GRANTS PASS,OR,97526
121887293,CHINESE LANGUAGE TEACHERS ASSOCIATION - OREGON,DOMESTIC NONPROFIT CORPORATION,2016-06-01,PUBLIC BENEFIT WITH MEMBERS,MAILING ADDRESS,3500 SW 104TH AVE,,BEAVERTON,OR,97005
122121296,SALEM MOON MUSIC,DOMESTIC NONPROFIT CORPORATION,2016-06-01,PUBLIC BENEFIT,MAILING ADDRESS,1230 LIBERTY ST NE,,SALEM,OR,97301
